filename,filepath,x1,y1,x2,y2,x3,y3,x4,y4
1835.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1835.jpg,0.019170168787240982,0.5269377827644348,0.34665802121162415,0.2148188054561615,0.8850383162498474,0.6555823087692261,0.49195873737335205,0.9345776438713074
1468.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1468.jpg,0.09399391710758209,0.17128901183605194,0.8070716857910156,0.20940549671649933,0.7377070188522339,0.8909432291984558,0.06117904186248779,0.8529329299926758
0254.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0254.jpg,0.12105526775121689,0.12333504110574722,0.7295807600021362,0.12859171628952026,0.6155565977096558,0.7281799912452698,0.06287635117769241,0.7676063776016235
2847.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/2847.jpg,0.2503317594528198,0.06579694151878357,0.9246073961257935,0.03679368272423744,0.9461992383003235,0.7260323166847229,0.28096330165863037,0.7335724234580994
1035.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1035.jpg,0.11885952204465866,0.24092721939086914,0.7475389242172241,0.24321341514587402,0.7457275390625,0.8959614038467407,0.12811318039894104,0.8768011331558228
3715.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/3715.jpg,0.09388086944818497,0.10987228900194168,0.8953058123588562,0.07620399445295334,0.8872923851013184,0.8410807251930237,0.17922426760196686,0.8050646185874939
0431.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0431.jpg,0.6402703523635864,0.13748343288898468,0.9859097003936768,0.39181697368621826,0.6543475985527039,0.8643763065338135,0.17855443060398102,0.6262823939323425
2636.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/2636.jpg,0.5890228152275085,0.09607014060020447,0.9844643473625183,0.5067164301872253,0.3328143358230591,0.9719710946083069,0.006422915495932102,0.602260410785675
0210.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0210.jpg,0.07279301434755325,0.12715989351272583,0.7953595519065857,0.12928614020347595,0.7925456762313843,0.8543129563331604,0.07157283276319504,0.8292210102081299
4242.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/4242.jpg,0.2979757785797119,0.11461696028709412,0.9631962180137634,0.37369251251220703,0.5773133039474487,0.9550852179527283,0.030707841739058495,0.795868456363678
0222.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0222.jpg,0.04657354578375816,0.09125526994466782,0.5732085704803467,0.044846393167972565,0.6909473538398743,0.5756877064704895,0.14922110736370087,0.6358720064163208
1341.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1341.jpg,0.19097790122032166,0.06608744710683823,0.8473300337791443,0.07125458866357803,0.8113287687301636,0.7653149962425232,0.18268746137619019,0.7288227081298828
0772.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0772.jpg,0.19654925167560577,0.23762103915214539,0.9119781851768494,0.24015143513679504,0.9105362892150879,0.9103728532791138,0.2061520516872406,0.9372848868370056
0786.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0786.jpg,0.17989970743656158,0.2539713680744171,0.8905414342880249,0.0632026195526123,0.9479072093963623,0.8993087410926819,0.1137191653251648,0.8014369010925293
1368.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1368.jpg,0.08089170604944229,0.23152974247932434,0.7011203169822693,0.24884769320487976,0.6857700347900391,0.8468820452690125,0.10066213458776474,0.8588393926620483
1144.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1144.jpg,0.020375946536660194,0.3157483637332916,0.6054090261459351,0.17411163449287415,0.9246347546577454,0.8760825991630554,0.27878084778785706,0.9828314781188965
4364.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/4364.jpg,0.10529068857431412,0.18021342158317566,0.7982017397880554,0.18792107701301575,0.8455798625946045,0.8421652317047119,0.15377752482891083,0.8731008172035217
2254.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/2254.jpg,0.11328652501106262,0.04851999133825302,0.8727455735206604,0.06007520854473114,0.860787570476532,0.8079935908317566,0.11346741765737534,0.8017897605895996
2658.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/2658.jpg,0.06783131510019302,0.22616396844387054,0.6553613543510437,0.23360562324523926,0.6201882362365723,0.8061143159866333,0.0859488770365715,0.8286489248275757
0336.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0336.jpg,0.1444808840751648,0.07818952947854996,0.7266852259635925,0.09100636094808578,0.7312029004096985,0.6661719679832458,0.14602142572402954,0.6745485067367554
3141.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/3141.jpg,0.11424437165260315,0.3292223811149597,0.662124514579773,0.11900492757558823,0.9732993245124817,0.7113452553749084,0.3589917719364166,0.896622359752655
0347.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0347.jpg,0.179325133562088,0.1487017422914505,0.8968522548675537,0.12906865775585175,0.8835069537162781,0.9135332703590393,0.20302322506904602,0.9336816072463989
0565.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0565.jpg,0.2580547630786896,0.1114153265953064,0.7901155948638916,0.1458926945924759,0.8252561092376709,0.7763743996620178,0.19841724634170532,0.7431139945983887
0491.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0491.jpg,0.10161164402961731,0.22715921700000763,0.8640787601470947,0.2243817299604416,0.8556753396987915,0.9389088749885559,0.14032673835754395,0.9106065034866333
1626.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1626.jpg,0.008486106060445309,0.3315882682800293,0.40612104535102844,0.017866618931293488,0.9867017865180969,0.48249733448028564,0.6266171336174011,0.8831466436386108
0724.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/0724.jpg,0.182002454996109,0.11105574667453766,0.9409456849098206,0.10687679052352905,0.9326107501983643,0.8395100831985474,0.21892794966697693,0.8246845602989197
4221.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/4221.jpg,0.20642340183258057,0.11623696982860565,0.9498342275619507,0.10396986454725266,0.9323811531066895,0.8514329791069031,0.23033492267131805,0.8270907402038574
2258.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/2258.jpg,0.14968784153461456,0.3268964886665344,0.6675304770469666,0.32070696353912354,0.6546496152877808,0.8387449979782104,0.18892613053321838,0.8629029989242554
4442.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/4442.jpg,0.4061993360519409,0.04764408618211746,0.9514299035072327,0.2871323227882385,0.615070104598999,0.8785290122032166,0.053633999079465866,0.6140365600585938
1554.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1554.jpg,0.33265557885169983,0.10185134410858154,0.8569236397743225,0.10253951698541641,0.855728030204773,0.6200230717658997,0.33857589960098267,0.6195849776268005
1694.jpg,/kaggle/input/datasets/uznikpostmoderna/documentcorners/images/1694.jpg,0.1715502142906189,0.20630505681037903,0.8872900605201721,0.21684928238391876,0.8648462891578674,0.8818641304969788,0.1923031359910965,0.8969770073890686
